hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
6.035341365461667,23,3,3,4.0,2.0,3.0,31,Travel_Rarely,Research & Development,16,4,Life Sciences,1,778,Male,3,Human Resources,Single,42440,9.0,Y,13,8,0,8.0,3,3,0,2,No
7.625939312806667,11,1,3,1.0,4.0,2.0,21,Non-Travel,Research & Development,1,5,Life Sciences,1,1575,Female,2,Manager,Single,28630,1.0,Y,14,8,0,3.0,2,3,2,2,No
6.8931392235608335,12,2,3,1.0,1.0,2.0,38,Travel_Rarely,Research & Development,9,2,Technical Degree,1,4074,Male,3,Sales Representative,Single,23720,4.0,Y,12,8,0,20.0,3,1,0,0,No
6.591452476572778,11,3,3,3.0,4.0,3.0,35,Travel_Rarely,Human Resources,14,1,Life Sciences,1,1201,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1,No
5.766541722445278,10,2,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,22,3,Medical,1,3130,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,No
6.382447568049722,19,3,3,4.0,4.0,3.0,35,Travel_Rarely,Research & Development,8,4,Medical,1,1262,Female,3,Research Scientist,Married,38380,1.0,Y,16,8,1,1.0,2,1,0,1,No
8.745681615350279,7,4,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,2,4,Life Sciences,1,4345,Female,2,Research Director,Married,108830,3.0,Y,12,8,0,8.0,3,1,0,1,Yes
5.749407630521945,17,2,3,2.0,1.0,3.0,34,Travel_Rarely,Research & Development,20,3,Medical,1,1773,Female,3,Laboratory Technician,Divorced,57440,3.0,Y,19,8,1,7.0,4,0,0,0,No
7.071315261044167,17,2,3,2.0,4.0,3.0,34,Travel_Rarely,Research & Development,28,3,Technical Degree,1,2696,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,No
6.859631860776389,5,3,3,1.0,2.0,3.0,32,Travel_Rarely,Research & Development,26,3,Medical,1,2450,Female,2,Research Director,Single,88230,6.0,Y,13,8,2,10.0,3,0,0,0,Yes
7.580697233377777,7,2,4,4.0,3.0,4.0,40,Travel_Frequently,Research & Development,21,3,Medical,1,4092,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,No
6.460208612226666,5,4,3,3.0,4.0,3.0,32,Non-Travel,Research & Development,3,1,Life Sciences,1,1131,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2,No
7.136569611780278,12,3,3,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,7,3,Technical Degree,1,65,Male,2,Healthcare Representative,Single,24720,7.0,Y,13,8,0,10.0,2,7,0,7,No
7.454241410084722,14,3,3,3.0,4.0,3.0,32,Travel_Rarely,Research & Development,18,3,Life Sciences,1,1174,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7,No
5.840648148148055,19,1,4,1.0,4.0,3.0,42,Travel_Rarely,Research & Development,3,4,Life Sciences,1,3031,Male,1,Manager,Single,10910,2.0,Y,22,8,0,16.0,0,1,0,0,No
6.632880410530833,19,3,3,1.0,3.0,3.0,31,Travel_Rarely,Research & Development,10,4,Medical,1,1160,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,No
5.655350290048889,14,2,3,1.0,1.0,3.0,33,Travel_Rarely,Research & Development,8,4,Life Sciences,1,3302,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,No
6.984666443551944,10,2,3,3.0,4.0,2.0,35,Travel_Rarely,Sales,6,3,Marketing,1,3817,Female,3,Sales Representative,Married,135820,1.0,Y,17,8,1,1.0,3,1,0,1,No
5.886149040606667,20,3,3,2.0,4.0,2.0,30,Travel_Frequently,Research & Development,4,5,Medical,1,3306,Male,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,5,0,3,No
5.840016733600834,7,3,3,3.0,3.0,2.0,30,Travel_Rarely,Sales,29,3,Marketing,1,617,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,No
8.653307675145,17,3,4,4.0,4.0,3.0,43,Travel_Rarely,Sales,1,3,Marketing,1,1448,Female,2,Manufacturing Director,Married,29320,5.0,Y,24,8,0,22.0,3,17,1,9,No
7.036749219098611,9,3,3,4.0,4.0,1.0,52,Travel_Rarely,Research & Development,12,3,Medical,1,3091,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,No
9.171296296296111,11,3,3,1.0,3.0,3.0,58,Travel_Frequently,Research & Development,10,4,Technical Degree,1,3993,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,No
7.069731146809445,14,3,3,1.0,1.0,3.0,31,Travel_Frequently,Sales,8,4,Other,1,1049,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,No
7.122437527889167,10,3,3,3.0,1.0,2.0,56,Travel_Frequently,Research & Development,20,4,Life Sciences,1,144,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7,No
10.133579875055556,7,3,3,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,1,Medical,1,2539,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,Yes
10.677810129406389,3,3,3,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,4,2,Medical,1,1116,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,No
6.575541053101111,15,3,3,3.0,3.0,3.0,29,Travel_Rarely,Sales,10,2,Life Sciences,1,3746,Female,1,Sales Executive,Divorced,128080,1.0,Y,13,8,0,10.0,6,10,0,4,No
8.698454930834444,14,3,3,1.0,1.0,3.0,36,Travel_Frequently,Sales,21,3,Life Sciences,1,871,Male,2,Human Resources,Married,23290,3.0,Y,15,8,0,9.0,2,3,0,2,No
6.879170013386666,17,3,3,3.0,1.0,4.0,42,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1100,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,No
8.442636099955278,15,2,3,1.0,1.0,3.0,33,Travel_Rarely,Research & Development,3,2,Life Sciences,1,572,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,Yes
5.917273538598611,8,3,3,4.0,3.0,2.0,54,Travel_Frequently,Research & Development,1,4,Life Sciences,1,3015,Male,2,Research Scientist,Single,29330,3.0,Y,12,8,2,20.0,2,4,0,3,No
7.206897590361389,12,3,3,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,5,3,Medical,1,514,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,No
6.910809906291667,20,3,4,3.0,1.0,4.0,19,Travel_Frequently,Research & Development,10,2,Life Sciences,1,2854,Male,2,Healthcare Representative,Single,41870,0.0,Y,22,8,1,1.0,4,0,0,0,Yes
6.299940874609445,10,2,3,3.0,1.0,3.0,33,Travel_Frequently,Sales,9,2,Marketing,1,4192,Male,4,Human Resources,Married,29090,2.0,Y,11,8,0,10.0,2,5,1,3,No
6.178722668451389,12,3,3,1.0,1.0,3.0,25,Travel_Rarely,Research & Development,5,2,Life Sciences,1,3088,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2,Yes
5.709175591253889,23,2,3,1.0,4.0,2.0,36,Travel_Rarely,Sales,1,3,Marketing,1,3701,Male,2,Research Scientist,Single,35050,1.0,Y,12,8,2,10.0,2,10,1,8,No
5.803801874163056,19,4,3,4.0,2.0,1.0,27,Non-Travel,Research & Development,3,3,Medical,1,2844,Male,1,Healthcare Representative,Divorced,27830,6.0,Y,16,8,1,6.0,2,2,2,2,No
7.8463029897366665,10,2,4,4.0,3.0,3.0,34,Non-Travel,Research & Development,7,4,Medical,1,1010,Female,1,Research Scientist,Divorced,196260,1.0,Y,21,8,0,15.0,5,15,0,7,No
7.059110887996389,11,3,3,4.0,2.0,2.0,33,Non-Travel,Research & Development,2,4,Medical,1,2466,Male,1,Sales Representative,Single,25960,8.0,Y,14,8,1,13.0,4,11,1,7,No
6.0629495760819445,18,3,3,4.0,4.0,3.0,39,Travel_Rarely,Research & Development,2,3,Technical Degree,1,2548,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,No
10.658385765283333,1,2,3,4.0,3.0,3.0,29,Travel_Rarely,Sales,29,4,Life Sciences,1,4164,Male,2,Laboratory Technician,Single,21270,0.0,Y,11,8,1,10.0,3,9,0,8,No
5.887591477019167,13,3,3,3.0,3.0,,40,Travel_Rarely,Sales,10,4,Life Sciences,1,1198,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2,No
7.562011378848611,8,2,3,2.0,3.0,3.0,34,Non-Travel,Research & Development,7,2,Technical Degree,1,4199,Female,1,Research Scientist,Single,86200,0.0,Y,13,8,1,10.0,2,9,8,7,No
9.676504908522778,8,4,3,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,2,5,Life Sciences,1,740,Female,1,Research Scientist,Single,137700,1.0,Y,18,8,1,8.0,3,8,7,7,Yes
6.727218875501944,13,3,3,4.0,4.0,3.0,43,Travel_Frequently,Research & Development,26,1,Life Sciences,1,291,Male,1,Laboratory Technician,Married,135490,3.0,Y,11,8,2,7.0,3,2,2,2,No
5.875545515394722,8,1,4,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,14,4,Medical,1,3650,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3,No
6.172550200803055,17,3,3,3.0,4.0,3.0,40,Travel_Rarely,Sales,27,2,Medical,1,3982,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,No
8.548406961177777,4,3,3,3.0,4.0,2.0,26,Travel_Rarely,Human Resources,9,3,Life Sciences,1,655,Male,2,Research Scientist,Single,68110,1.0,Y,11,8,1,8.0,4,8,2,2,No
6.435560017849166,11,1,3,2.0,3.0,2.0,40,Travel_Frequently,Research & Development,2,4,Medical,1,2050,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,No
5.695042391789166,23,2,3,1.0,3.0,1.0,37,Travel_Rarely,Sales,10,4,Marketing,1,438,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,Yes
7.215093708165833,16,1,3,3.0,2.0,3.0,41,Non-Travel,Sales,2,2,Medical,1,3911,Male,2,Research Scientist,Married,107980,,Y,14,8,2,10.0,5,3,1,2,No
10.234273761713334,4,3,4,4.0,3.0,4.0,30,Non-Travel,Sales,25,4,Other,1,97,Male,1,Healthcare Representative,Married,53800,7.0,Y,21,8,1,4.0,0,2,2,2,No
6.974335118250556,14,3,3,3.0,4.0,4.0,28,Travel_Rarely,Sales,9,3,Medical,1,2496,Female,2,Sales Executive,Married,47660,1.0,Y,12,8,0,5.0,3,5,0,3,No
6.920330209727778,11,3,3,2.0,1.0,3.0,40,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3987,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,No
9.79372266845139,17,3,4,4.0,3.0,4.0,34,Travel_Frequently,Research & Development,7,2,Medical,1,1415,Male,4,Sales Representative,Divorced,29740,1.0,Y,23,8,0,5.0,2,5,2,0,No
6.8326204819275,18,3,4,4.0,2.0,4.0,45,Travel_Rarely,Research & Development,2,1,Medical,1,3135,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,No
8.864453369031667,4,1,4,2.0,3.0,3.0,39,Travel_Frequently,Research & Development,26,4,Technical Degree,1,143,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,No
5.937619366354166,9,2,3,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,8,1,Medical,1,1153,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,No
7.3389904060686115,20,2,3,4.0,1.0,3.0,32,Travel_Rarely,Human Resources,12,2,Human Resources,1,2784,Female,1,Sales Representative,Single,20610,1.0,Y,15,8,1,1.0,2,1,0,0,No
9.836432396251666,11,1,3,3.0,4.0,2.0,28,Travel_Rarely,Research & Development,15,4,Life Sciences,1,585,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,Yes
7.1289770191877775,15,4,3,4.0,3.0,3.0,34,Travel_Rarely,Sales,8,2,Life Sciences,1,175,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,No
5.675971664435278,13,2,3,1.0,3.0,3.0,26,Travel_Rarely,Research & Development,9,4,Medical,1,3143,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,No
9.437670682730833,2,2,3,3.0,4.0,3.0,33,Non-Travel,Research & Development,18,2,Medical,1,3881,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,No
9.47783132530111,3,3,3,4.0,4.0,3.0,49,Non-Travel,Research & Development,23,1,Other,1,1414,Female,2,Sales Executive,Divorced,92410,1.0,Y,19,8,1,7.0,5,7,1,7,No
8.596386657741945,9,2,3,3.0,1.0,3.0,34,Travel_Rarely,Sales,13,4,Medical,1,660,Male,3,Sales Representative,Single,74910,0.0,Y,14,8,1,4.0,3,3,0,2,No
9.43213966979,14,4,3,3.0,4.0,3.0,46,Travel_Rarely,Sales,3,4,Marketing,1,2490,Female,1,Sales Representative,Divorced,42720,7.0,Y,13,8,0,24.0,3,2,2,2,No
10.541623159303612,4,3,4,3.0,2.0,2.0,27,Travel_Rarely,Research & Development,15,4,Medical,1,1531,Male,3,Research Scientist,Single,39020,1.0,Y,22,8,0,4.0,2,4,1,2,No
7.191980142793334,14,3,4,2.0,4.0,4.0,38,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1119,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,No
7.40286702365,13,2,3,2.0,3.0,3.0,42,Travel_Frequently,Research & Development,2,4,Medical,1,184,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,No
5.762560240963611,17,3,3,4.0,4.0,3.0,30,Travel_Rarely,Research & Development,13,3,Life Sciences,1,67,Female,4,Research Director,Married,41970,1.0,Y,13,8,0,11.0,3,10,1,9,No
5.9239982150825,12,3,3,4.0,1.0,3.0,30,Travel_Frequently,Sales,9,3,Life Sciences,1,987,Male,1,Research Director,Single,95820,0.0,Y,12,8,1,10.0,2,9,0,7,No
7.6113297634983335,13,3,3,1.0,4.0,3.0,53,Travel_Rarely,Research & Development,11,3,Medical,1,4171,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,No
6.981521642123889,3,2,3,4.0,2.0,3.0,29,Travel_Rarely,Sales,20,3,Marketing,1,1768,Female,2,Manager,Divorced,29260,1.0,Y,15,8,1,2.0,3,2,2,2,No
7.019018295403611,19,3,4,3.0,1.0,3.0,55,Travel_Rarely,Research & Development,3,2,Life Sciences,1,3947,Female,1,Sales Executive,Married,73510,8.0,Y,20,8,1,34.0,3,1,0,0,No
6.493965863453611,8,3,3,1.0,3.0,2.0,28,Travel_Rarely,Human Resources,1,1,Human Resources,1,2006,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,No
5.800312360553056,9,4,3,1.0,4.0,3.0,52,Travel_Rarely,Research & Development,5,4,Medical,1,1962,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,Yes
6.0823014279338885,10,3,3,1.0,4.0,2.0,57,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1637,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,No
6.955496430165,15,2,3,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,28,4,Technical Degree,1,3874,Female,2,Sales Executive,Married,127420,1.0,Y,11,8,0,10.0,4,10,0,2,No
6.043029897367222,15,3,3,2.0,4.0,3.0,30,Travel_Rarely,Sales,9,3,Medical,1,2829,Male,2,Research Scientist,Single,39360,0.0,Y,11,8,1,6.0,3,5,1,2,No
7.4609772423025,7,3,3,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,2,4,Medical,1,1644,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,No
6.3967302543505555,11,3,3,1.0,4.0,4.0,46,Travel_Rarely,Research & Development,18,1,Medical,1,3714,Male,1,Manufacturing Director,Divorced,59800,4.0,Y,11,8,1,28.0,2,7,4,3,Yes
6.294323962516667,22,3,3,4.0,2.0,2.0,28,Travel_Rarely,Human Resources,1,3,Human Resources,1,3492,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,No
9.227389558232778,6,3,3,4.0,1.0,2.0,37,Travel_Rarely,Sales,2,4,Technical Degree,1,320,Male,2,Manufacturing Director,Divorced,61720,0.0,Y,11,8,0,6.0,1,5,4,3,No
5.905312360553055,8,3,3,2.0,1.0,2.0,35,Travel_Frequently,Human Resources,9,3,Other,1,1281,Female,2,Sales Representative,Married,40840,4.0,Y,13,8,1,5.0,3,3,1,2,No
6.200130522088333,22,3,3,2.0,3.0,2.0,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1720,Female,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,6,1,2,No
7.063395805443889,14,3,3,3.0,3.0,3.0,40,Travel_Rarely,Research & Development,17,4,Life Sciences,1,1200,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,No
7.3470626952252776,14,2,3,1.0,4.0,2.0,35,Travel_Rarely,Research & Development,5,4,Medical,1,3263,Male,3,Manager,Married,16750,1.0,Y,16,8,0,3.0,6,3,0,2,No
7.405392681838333,8,3,3,3.0,3.0,3.0,54,Travel_Rarely,Research & Development,2,4,Medical,1,174,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,No
7.025400490852222,16,3,4,2.0,4.0,3.0,29,Travel_Rarely,Research & Development,26,1,Life Sciences,1,2065,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,No
6.309892904953055,15,1,3,2.0,3.0,2.0,40,Travel_Frequently,Research & Development,2,4,Medical,1,580,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,No
9.030577867023611,12,2,3,3.0,4.0,3.0,33,Non-Travel,Research & Development,18,2,Medical,1,941,Female,2,Healthcare Representative,Divorced,63850,1.0,Y,13,8,0,7.0,6,6,1,2,No
6.333652387326945,16,3,3,3.0,1.0,3.0,30,Non-Travel,Sales,1,3,Medical,1,4326,Female,1,Sales Executive,Divorced,54700,1.0,Y,18,8,1,12.0,2,12,6,10,No
6.5006291834,8,4,4,1.0,3.0,4.0,44,Travel_Rarely,Sales,29,4,Marketing,1,3176,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,No
6.887427487728611,7,3,3,4.0,4.0,3.0,35,Travel_Rarely,Sales,2,4,Marketing,1,1250,Male,3,Manufacturing Director,Married,104660,1.0,Y,13,8,0,2.0,1,2,2,2,No
8.631928826416667,5,2,3,1.0,3.0,4.0,52,Non-Travel,Research & Development,2,3,Technical Degree,1,4390,Male,1,Sales Executive,Single,45070,1.0,Y,14,8,0,33.0,3,33,15,12,No
6.653576528335556,15,3,3,2.0,1.0,3.0,25,Non-Travel,Research & Development,7,4,Medical,1,10,Female,4,Laboratory Technician,Divorced,134640,1.0,Y,13,8,1,6.0,2,6,1,5,No
8.026738063364444,11,3,3,3.0,2.0,3.0,28,Travel_Rarely,Human Resources,1,3,Medical,1,2349,Female,2,Laboratory Technician,Married,24130,1.0,Y,16,8,1,1.0,2,1,0,0,Yes
7.216710174029444,16,2,3,2.0,1.0,3.0,26,Non-Travel,Research & Development,21,1,Life Sciences,1,1961,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,Yes
7.560214190093611,7,4,4,3.0,2.0,3.0,53,Travel_Frequently,Sales,8,2,Medical,1,3443,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,No
6.9901952253455555,20,3,3,3.0,1.0,2.0,28,Travel_Frequently,Sales,1,3,Marketing,1,3751,Male,2,Laboratory Technician,Single,17060,7.0,Y,12,8,0,8.0,3,0,0,0,Yes
8.31932061579639,10,4,3,1.0,3.0,2.0,55,Travel_Rarely,Research & Development,19,3,Technical Degree,1,3658,Male,1,Human Resources,Single,46800,6.0,Y,14,8,3,24.0,0,19,3,8,Yes
5.914191209281389,7,4,3,4.0,2.0,2.0,48,Travel_Rarely,Research & Development,1,4,Life Sciences,1,644,Female,2,Laboratory Technician,Single,132370,5.0,Y,13,8,1,7.0,2,1,0,0,No
8.55227688531889,9,4,3,4.0,3.0,2.0,36,Travel_Rarely,Sales,7,2,Life Sciences,1,2752,Male,4,Laboratory Technician,Married,144110,0.0,Y,18,8,3,2.0,2,1,0,0,Yes
7.456358768406944,17,3,3,3.0,1.0,3.0,30,Travel_Rarely,Sales,7,3,Life Sciences,1,3934,Male,3,Sales Executive,Divorced,23130,2.0,Y,11,8,0,12.0,5,7,1,7,No
7.264733377956111,19,3,3,4.0,3.0,3.0,29,Travel_Rarely,Research & Development,2,2,Life Sciences,1,3902,Male,2,Research Scientist,Married,192370,9.0,Y,11,8,1,9.0,2,5,1,2,No
9.511185854529167,15,2,3,3.0,4.0,3.0,59,Travel_Rarely,Research & Development,16,4,Medical,1,3426,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,No
9.255489736724444,16,2,4,3.0,4.0,3.0,22,Travel_Frequently,Research & Development,22,4,Medical,1,2073,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,Yes
7.15859437751,17,3,3,1.0,2.0,3.0,55,Travel_Rarely,Research & Development,23,1,Life Sciences,1,3890,Male,5,Laboratory Technician,Divorced,23420,5.0,Y,11,8,2,8.0,2,4,1,2,No
6.957873717090555,18,3,3,1.0,4.0,2.0,32,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3005,Male,2,Healthcare Representative,Single,24720,7.0,Y,13,8,0,10.0,2,7,0,7,No
6.236465863453611,12,3,3,4.0,3.0,3.0,24,Travel_Rarely,Sales,28,3,Life Sciences,1,1937,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,No
9.545198572065834,16,3,3,4.0,1.0,3.0,34,Non-Travel,Research & Development,27,2,Life Sciences,1,4036,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,Yes
5.798940205265278,20,3,4,2.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,4,Medical,1,798,Female,2,Sales Representative,Divorced,68770,7.0,Y,20,8,0,16.0,3,14,6,9,No
7.388000892458611,19,3,4,3.0,3.0,3.0,26,Travel_Frequently,Research & Development,22,4,Other,1,357,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,Yes
10.869326193663333,3,3,3,1.0,4.0,3.0,37,Non-Travel,Research & Development,1,3,Medical,1,2958,Male,2,Sales Executive,Divorced,41270,2.0,Y,13,8,1,15.0,2,5,0,2,No
7.847051539491111,8,3,4,3.0,4.0,3.0,38,Non-Travel,Sales,4,3,Life Sciences,1,1916,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,No
