hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
8.452941767068056,10,3,4,4.0,3.0,4.0,29,Travel_Frequently,Research & Development,8,4,Life Sciences,1,2463,Female,1,Sales Executive,Single,23770,8.0,Y,21,8,1,10.0,2,3,0,2
9.681227130745,17,3,3,4.0,2.0,3.0,56,Travel_Rarely,Research & Development,24,4,Life Sciences,1,3659,Male,2,Laboratory Technician,Married,32210,4.0,Y,15,8,2,33.0,2,19,15,9
6.421151271753611,23,2,3,4.0,4.0,2.0,54,Travel_Rarely,Sales,27,4,Medical,1,2518,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7
8.936331994645,7,2,3,3.0,4.0,3.0,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,3116,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2
6.7997568049975,11,2,3,2.0,4.0,2.0,45,Travel_Rarely,Research & Development,3,3,Medical,1,2559,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8
6.211170236501389,21,4,4,1.0,3.0,2.0,31,Travel_Rarely,Sales,25,2,Life Sciences,1,2573,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2
6.551996876394444,10,3,3,3.0,3.0,3.0,30,Travel_Rarely,Research & Development,2,1,Medical,1,1002,Male,1,Sales Representative,Married,104450,3.0,Y,18,8,1,10.0,3,7,1,7
6.208421463632222,7,4,3,1.0,4.0,,29,Travel_Rarely,Research & Development,5,4,Life Sciences,1,3340,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3
8.008150379294722,12,3,3,3.0,3.0,2.0,53,Travel_Rarely,Research & Development,11,4,Life Sciences,1,1493,Female,2,Research Scientist,Married,21480,3.0,Y,11,8,0,21.0,2,5,1,3
6.724477911646389,13,3,3,3.0,4.0,3.0,48,Travel_Frequently,Sales,10,4,Marketing,1,3849,Female,3,Manager,Married,22700,2.0,Y,14,8,3,23.0,2,2,2,2
8.18005243195,12,3,3,2.0,4.0,1.0,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,2683,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5
6.746860776438889,19,2,3,1.0,3.0,1.0,48,Travel_Rarely,Sales,13,4,Medical,1,3035,Male,4,Sales Executive,Married,98540,3.0,Y,16,8,1,15.0,2,0,0,0
9.140747434181112,12,3,3,4.0,3.0,4.0,38,Travel_Rarely,Research & Development,2,4,Life Sciences,1,3844,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2
9.225821062025833,8,3,3,4.0,1.0,2.0,37,Travel_Rarely,Sales,2,4,Technical Degree,1,3260,Male,2,Manufacturing Director,Divorced,61720,0.0,Y,11,8,0,6.0,1,5,4,3
10.263045515394722,10,2,3,3.0,3.0,3.0,38,Travel_Rarely,Research & Development,6,2,Medical,1,2020,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7
10.092581436858334,12,3,3,3.0,4.0,3.0,28,Travel_Frequently,Sales,8,3,Life Sciences,1,1107,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7
5.858593261936389,10,4,3,3.0,4.0,3.0,26,Travel_Frequently,Sales,16,2,Life Sciences,1,4044,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7
9.424116465863333,10,2,4,4.0,1.0,3.0,35,Travel_Rarely,Sales,7,4,Life Sciences,1,3474,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7
8.039129852744166,19,4,3,4.0,1.0,3.0,37,Travel_Rarely,Research & Development,7,2,Medical,1,2557,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4
5.849790272199722,10,3,3,3.0,1.0,3.0,24,Travel_Rarely,Sales,10,2,Marketing,1,3780,Male,1,Manufacturing Director,Divorced,23560,0.0,Y,13,8,0,2.0,5,1,0,0
7.241699018295278,17,4,3,2.0,3.0,3.0,35,Travel_Rarely,Research & Development,10,1,Life Sciences,1,843,Male,1,Healthcare Representative,Married,109030,0.0,Y,11,8,0,6.0,3,5,4,2
6.594933065595556,17,3,3,2.0,1.0,3.0,44,Travel_Rarely,Sales,1,2,Medical,1,2565,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2
5.894035029004722,8,3,3,4.0,4.0,2.0,28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,15,Male,1,Manufacturing Director,Married,25920,1.0,Y,14,8,0,5.0,2,5,0,4
5.797856983489444,13,1,4,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,14,4,Medical,1,2180,Female,1,Research Scientist,Married,33480,3.0,Y,22,8,0,7.0,2,4,0,3
6.337705265506389,13,3,3,1.0,3.0,3.0,51,Travel_Rarely,Research & Development,1,4,Life Sciences,1,3958,Female,1,Manager,Married,40330,2.0,Y,14,8,0,15.0,2,2,2,2
5.475846720214166,22,3,3,4.0,4.0,3.0,42,Travel_Rarely,Research & Development,8,2,Life Sciences,1,3812,Female,5,Manager,Single,40140,8.0,Y,13,8,1,24.0,3,1,0,1
6.4300457385094445,10,3,3,2.0,2.0,2.0,42,Travel_Rarely,Human Resources,1,3,Other,1,3946,Female,1,Healthcare Representative,Divorced,174650,8.0,Y,13,8,1,7.0,3,5,0,4
5.947940651494722,6,4,3,3.0,4.0,3.0,26,Travel_Frequently,Sales,16,2,Life Sciences,1,2574,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7
5.629717759928333,19,3,3,3.0,3.0,2.0,30,Non-Travel,Research & Development,8,3,Life Sciences,1,795,Male,1,Manufacturing Director,Divorced,21430,1.0,Y,17,8,1,1.0,2,1,0,0
7.5855087014725,13,2,3,4.0,2.0,3.0,38,Travel_Frequently,Research & Development,2,5,Medical,1,4083,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2
7.550253235162778,5,2,3,3.0,3.0,2.0,38,Travel_Frequently,Research & Development,13,3,Technical Degree,1,465,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2
6.448000892458611,3,4,4,4.0,3.0,3.0,47,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1542,Female,2,Healthcare Representative,Married,59060,4.0,Y,23,8,0,21.0,4,3,1,1
8.854930834448888,5,2,3,2.0,4.0,3.0,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,3944,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0
5.728768406961111,22,2,3,1.0,4.0,4.0,38,Travel_Rarely,Sales,1,1,Medical,1,4321,Male,2,Laboratory Technician,Single,176030,4.0,Y,16,8,0,12.0,0,8,0,7
7.498154841588334,19,3,3,4.0,3.0,3.0,55,Travel_Rarely,Research & Development,7,3,Medical,1,2748,Male,3,Research Scientist,Divorced,22720,2.0,Y,17,8,1,21.0,2,5,0,2
6.073192771084167,6,4,3,3.0,2.0,3.0,50,Travel_Rarely,Research & Development,4,3,Life Sciences,1,2848,Female,2,Manufacturing Director,Single,43740,3.0,Y,15,8,1,21.0,5,5,4,4
9.146325301204723,17,3,3,2.0,1.0,3.0,44,Travel_Rarely,Research & Development,26,2,Life Sciences,1,1871,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1
7.546491521641944,14,4,3,3.0,1.0,3.0,41,Travel_Rarely,Research & Development,10,4,Medical,1,2831,Male,4,Research Scientist,Married,57430,2.0,Y,12,8,3,7.0,2,5,1,4
8.516719098616667,5,4,3,4.0,1.0,3.0,45,Non-Travel,Sales,2,3,Medical,1,1931,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8
6.474336233824166,9,3,3,4.0,1.0,3.0,30,Travel_Rarely,Research & Development,1,3,Medical,1,4298,Female,3,Sales Executive,Divorced,103060,5.0,Y,13,8,0,8.0,5,3,2,2
6.733176037483055,13,3,3,4.0,4.0,3.0,35,Travel_Rarely,Sales,2,4,Marketing,1,2720,Male,3,Manufacturing Director,Married,104660,1.0,Y,13,8,0,2.0,1,2,2,2
6.974590584560278,8,1,3,2.0,3.0,3.0,27,Travel_Rarely,Sales,10,4,Life Sciences,1,3852,Male,3,Sales Executive,Married,194190,7.0,Y,14,8,1,5.0,2,3,0,2
7.360838911200278,11,2,3,4.0,1.0,4.0,46,Travel_Rarely,Sales,4,3,Medical,1,3626,Male,1,Research Scientist,Single,26190,6.0,Y,12,8,1,10.0,3,7,5,7
6.2884248103525,12,2,3,1.0,3.0,3.0,31,Travel_Frequently,Research & Development,22,2,Medical,1,3122,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0
6.835493083444722,9,3,3,3.0,2.0,3.0,41,Travel_Rarely,Research & Development,1,5,Medical,1,1191,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4
5.503106871931944,22,4,3,3.0,1.0,3.0,35,Travel_Rarely,Research & Development,2,4,Medical,1,2759,Male,2,Healthcare Representative,Single,101240,0.0,Y,14,8,1,16.0,2,15,2,8
5.64401048639,15,3,4,1.0,4.0,3.0,44,Travel_Rarely,Human Resources,4,4,Life Sciences,1,634,Male,5,Laboratory Technician,Married,76320,1.0,Y,21,8,0,10.0,3,10,7,7
7.107310352521111,8,2,3,4.0,4.0,2.0,32,Travel_Frequently,Research & Development,9,2,Medical,1,4158,Female,2,Research Scientist,Single,35000,0.0,Y,16,8,1,8.0,2,7,3,6
6.10411869701,15,3,3,3.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,4174,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3
9.383342257920555,18,2,3,4.0,3.0,2.0,31,Non-Travel,Research & Development,1,2,Medical,1,3633,Male,1,Sales Executive,Divorced,195130,1.0,Y,12,8,1,10.0,1,10,9,6
9.369184515841111,6,3,3,4.0,3.0,4.0,38,Travel_Rarely,Research & Development,2,4,Life Sciences,1,2374,Female,3,Sales Executive,Married,50790,3.0,Y,11,8,0,10.0,3,5,0,2
9.516292949575833,7,2,4,3.0,4.0,2.0,35,Non-Travel,Research & Development,1,1,Life Sciences,1,2101,Male,2,Sales Executive,Married,136100,4.0,Y,22,8,2,16.0,4,13,4,12
6.378786256135555,15,3,3,2.0,2.0,,45,Travel_Rarely,Sales,1,4,Technical Degree,1,4306,Male,1,Research Scientist,Divorced,25800,8.0,Y,17,8,3,20.0,3,17,0,15
10.541629852744167,6,4,3,4.0,1.0,3.0,39,Travel_Frequently,Sales,11,3,Marketing,1,3436,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8
9.960273315483889,10,3,4,2.0,1.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,1,979,Male,2,Manufacturing Director,Divorced,33760,5.0,Y,20,8,0,16.0,3,2,2,2
5.929968763944444,7,3,3,3.0,3.0,4.0,30,Travel_Rarely,Research & Development,1,2,Life Sciences,1,807,Male,3,Sales Executive,Divorced,102210,0.0,Y,19,8,1,6.0,2,5,1,3
9.113384649709722,8,1,3,3.0,3.0,3.0,50,Travel_Rarely,Research & Development,4,2,Medical,1,3809,Female,1,Laboratory Technician,Married,27990,4.0,Y,12,8,1,27.0,0,1,0,0
8.51558121374361,11,1,3,4.0,1.0,4.0,45,Travel_Rarely,Human Resources,14,3,Human Resources,1,4230,Female,1,Sales Executive,Married,54730,4.0,Y,13,8,0,17.0,3,0,0,0
10.1586099955375,12,3,3,4.0,2.0,3.0,36,Travel_Rarely,Sales,2,3,Technical Degree,1,3998,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0
5.706191432396111,16,2,3,4.0,3.0,3.0,25,Travel_Frequently,Sales,5,1,Marketing,1,917,Male,4,Manufacturing Director,Divorced,139730,1.0,Y,14,8,0,7.0,3,7,0,7
7.064726684515834,21,3,4,3.0,2.0,3.0,36,Travel_Rarely,Sales,6,3,Medical,1,336,Female,2,Sales Executive,Married,42000,0.0,Y,22,8,0,10.0,3,9,0,5
5.792074966532778,21,2,3,3.0,4.0,2.0,27,Travel_Rarely,Sales,3,3,Life Sciences,1,3931,Male,1,Manager,Single,66940,1.0,Y,13,8,1,6.0,2,6,1,4
7.5121932173136114,15,2,3,2.0,2.0,3.0,37,Travel_Rarely,Research & Development,24,1,Life Sciences,1,3959,Male,2,Sales Executive,Married,32910,1.0,Y,16,8,3,5.0,2,5,0,3
8.603617804551389,19,4,3,1.0,3.0,3.0,35,Travel_Rarely,Sales,12,2,Life Sciences,1,3806,Female,2,Sales Executive,Single,23180,3.0,Y,19,8,0,10.0,4,5,0,4
7.376985720660278,16,2,3,3.0,4.0,1.0,30,Non-Travel,Research & Development,15,3,Medical,1,1632,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4
5.966788264167778,13,2,4,4.0,3.0,2.0,29,Non-Travel,Sales,22,4,Marketing,1,3032,Male,2,Human Resources,Married,57360,1.0,Y,22,8,0,4.0,1,4,0,2
8.150235385988333,10,2,3,3.0,4.0,3.0,44,Travel_Rarely,Research & Development,9,3,Technical Degree,1,2413,Female,3,Healthcare Representative,Divorced,68610,4.0,Y,12,8,0,8.0,2,2,2,2
5.930352521195833,15,3,3,1.0,4.0,4.0,31,Travel_Rarely,Sales,1,3,Marketing,1,227,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7
7.125979473449167,15,3,4,3.0,3.0,1.0,37,Non-Travel,Sales,8,4,Medical,1,3705,Male,1,Healthcare Representative,Single,75870,0.0,Y,22,8,1,7.0,5,6,1,3
6.77453145917,21,2,3,4.0,1.0,2.0,27,Travel_Frequently,Research & Development,29,1,Life Sciences,1,3220,Male,2,Manufacturing Director,Divorced,43250,1.0,Y,14,8,0,9.0,2,9,1,7
6.844819277108333,15,4,3,4.0,4.0,1.0,38,Travel_Rarely,Human Resources,25,1,Human Resources,1,2882,Female,1,Manufacturing Director,Married,78470,3.0,Y,14,8,1,9.0,3,7,1,7
8.512315930388056,14,2,3,2.0,4.0,3.0,38,Travel_Rarely,Research & Development,8,2,Technical Degree,1,1004,Female,1,Manufacturing Director,Married,25140,3.0,Y,11,8,0,15.0,2,1,1,0
7.765364792503333,11,3,3,2.0,4.0,3.0,41,Travel_Rarely,Research & Development,4,2,Medical,1,573,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0
7.670982820169445,4,3,3,3.0,2.0,3.0,41,Non-Travel,Sales,6,3,Life Sciences,1,3634,Female,1,Research Director,Single,27730,1.0,Y,11,8,0,19.0,3,19,11,9
7.3336144578311115,20,3,3,3.0,4.0,3.0,37,Travel_Rarely,Research & Development,23,3,Life Sciences,1,3515,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3
9.970621374386388,15,3,3,2.0,4.0,4.0,45,Travel_Rarely,Research & Development,1,2,Life Sciences,1,3720,Female,1,Research Scientist,Married,184300,4.0,Y,12,8,1,10.0,5,3,1,2
9.164568273092222,18,3,3,1.0,2.0,3.0,45,Travel_Rarely,Human Resources,12,3,Human Resources,1,656,Male,2,Laboratory Technician,Single,43060,2.0,Y,11,8,2,26.0,3,24,1,11
5.645577867023611,19,3,3,4.0,2.0,2.0,34,Travel_Rarely,Research & Development,9,2,Medical,1,3710,Male,1,Sales Executive,Married,32800,5.0,Y,13,8,0,7.0,3,5,0,2
6.4741387773313885,18,3,3,3.0,1.0,3.0,26,Travel_Frequently,Sales,14,3,Life Sciences,1,3065,Male,2,Manager,Single,75100,0.0,Y,18,8,3,7.0,3,6,0,4
6.447809013833056,6,4,3,4.0,4.0,3.0,31,Travel_Rarely,Sales,24,3,Life Sciences,1,64,Male,2,Healthcare Representative,Divorced,10810,4.0,Y,11,8,3,13.0,4,7,1,7
5.711957831325278,11,2,4,1.0,1.0,2.0,54,Travel_Rarely,Human Resources,9,3,Life Sciences,1,1605,Female,2,Manufacturing Director,Married,63230,4.0,Y,23,8,1,24.0,2,4,1,2
9.268681392235555,18,4,3,3.0,4.0,3.0,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3188,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2
7.646014056224722,5,3,3,1.0,2.0,3.0,38,Non-Travel,Sales,6,4,Marketing,1,1032,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8
7.486257251226944,9,3,3,4.0,4.0,3.0,34,Travel_Rarely,Research & Development,12,3,Technical Degree,1,3250,Male,1,Research Scientist,Single,45050,1.0,Y,12,8,0,6.0,3,6,1,4
6.515185185185,20,2,3,4.0,4.0,2.0,54,Travel_Rarely,Sales,27,4,Medical,1,1048,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7
7.56177264614,14,1,3,1.0,2.0,4.0,31,Travel_Rarely,Sales,20,3,Technical Degree,1,3699,Male,1,Research Scientist,Single,61800,1.0,Y,14,8,1,1.0,2,1,0,0
9.749403168228334,18,1,4,4.0,3.0,3.0,33,Travel_Rarely,Human Resources,28,2,Human Resources,1,106,Female,5,Manager,Single,55610,1.0,Y,21,8,1,1.0,3,1,0,0
7.464640785363611,8,3,3,3.0,2.0,3.0,35,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1585,Female,3,Sales Executive,Single,50030,9.0,Y,15,8,0,10.0,2,1,0,0
5.551375502007778,21,3,3,4.0,1.0,1.0,29,Travel_Rarely,Research & Development,5,3,Medical,1,4143,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4
9.76839245872361,9,3,3,2.0,4.0,3.0,37,Travel_Frequently,Sales,2,4,Life Sciences,1,1435,Male,2,Laboratory Technician,Divorced,52380,1.0,Y,15,8,1,10.0,5,10,0,7
10.63076639892889,8,3,3,1.0,4.0,2.0,44,Travel_Rarely,Research & Development,22,3,Medical,1,374,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2
7.849819277108334,8,3,3,4.0,3.0,3.0,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,3884,Female,3,Laboratory Technician,Single,49690,1.0,Y,12,8,0,5.0,3,5,1,2
9.695691655510833,17,3,3,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,4,Medical,1,734,Male,5,Research Director,Married,191890,0.0,Y,12,8,1,4.0,3,3,1,2
9.560480812137222,13,3,3,3.0,4.0,1.0,51,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1304,Female,5,Sales Representative,Single,24500,0.0,Y,12,8,1,11.0,2,10,1,0
7.239323962516667,18,3,3,2.0,1.0,4.0,23,Travel_Rarely,Sales,13,3,Marketing,1,293,Male,5,Sales Executive,Married,42210,1.0,Y,11,8,1,5.0,4,4,0,2
6.413265283355556,21,3,3,2.0,2.0,3.0,40,Travel_Frequently,Research & Development,26,4,Medical,1,1363,Male,2,Manufacturing Director,Divorced,54400,1.0,Y,12,8,1,20.0,2,20,2,13
7.507018072288889,9,2,3,4.0,1.0,3.0,50,Travel_Rarely,Research & Development,2,2,Medical,1,920,Male,3,Sales Executive,Divorced,43770,5.0,Y,12,8,1,19.0,2,14,1,11
10.177815707273334,8,3,4,3.0,4.0,1.0,40,Travel_Frequently,Research & Development,26,4,Life Sciences,1,588,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0
5.535712851405555,19,1,3,1.0,3.0,3.0,58,Travel_Rarely,Research & Development,27,3,Other,1,2151,Male,2,Laboratory Technician,Divorced,21870,1.0,Y,18,8,1,2.0,1,2,2,2
7.6708422579205555,4,3,3,3.0,3.0,4.0,45,Travel_Rarely,Research & Development,19,4,Medical,1,2456,Male,1,Sales Representative,Married,71190,4.0,Y,15,8,0,9.0,2,5,0,3
5.6584482373938885,17,3,3,1.0,3.0,2.0,36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,3444,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0
6.0997289156625,19,2,3,3.0,3.0,3.0,44,Non-Travel,Research & Development,5,3,Life Sciences,1,785,Male,1,Laboratory Technician,Single,23190,3.0,Y,18,8,0,7.0,4,5,0,3
5.9241834002675,7,3,3,3.0,4.0,3.0,31,Travel_Rarely,Research & Development,27,3,Medical,1,1288,Female,2,Research Director,Single,21320,1.0,Y,18,8,0,11.0,3,11,1,8
6.453038821954444,19,3,3,1.0,1.0,3.0,39,Travel_Rarely,Research & Development,1,3,Other,1,1115,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9
6.927836903168055,6,3,3,3.0,2.0,3.0,27,Travel_Rarely,Research & Development,20,4,Other,1,3400,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2
7.285990629183333,11,2,4,4.0,2.0,4.0,36,Travel_Rarely,Research & Development,16,4,Life Sciences,1,2903,Male,1,Healthcare Representative,Single,67350,8.0,Y,25,8,2,16.0,3,13,3,7
6.719713297634722,12,2,3,4.0,4.0,2.0,54,Travel_Rarely,Sales,27,4,Medical,1,3988,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7
10.010350290048889,14,2,4,3.0,2.0,3.0,36,Travel_Rarely,Research & Development,2,4,Medical,1,3610,Male,1,Healthcare Representative,Single,27250,9.0,Y,21,8,1,18.0,4,16,5,12
7.464110887996389,4,3,3,2.0,3.0,3.0,30,Travel_Rarely,Sales,5,4,Medical,1,145,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4
6.827049308344445,5,4,4,3.0,2.0,3.0,38,Travel_Rarely,Sales,14,2,Marketing,1,2332,Female,1,Sales Executive,Married,41710,0.0,Y,23,8,0,10.0,4,9,7,7
7.164133199464445,18,3,3,3.0,2.0,3.0,32,Travel_Rarely,Research & Development,2,3,Medical,1,94,Male,2,Research Scientist,Married,57470,1.0,Y,13,8,0,8.0,0,8,0,7
7.899023873270833,14,3,3,2.0,1.0,3.0,38,Travel_Rarely,Sales,6,4,Life Sciences,1,1417,Female,3,Research Scientist,Married,107480,7.0,Y,15,8,0,17.0,3,1,0,0
